PF02792	PF02792	PF15620	PF15620	0.0578552559936856	
PF01728	PF01728	PF17144	PF17144	0.0034443145101806	
PF01728	PF01728	PF14204	PF14204	0.0032160504071316	
PF00270	PF00270	PF17144	PF17144	0.0	
PF00270	PF00270	PF14204	PF14204	0.0	
PF00956	PF00956	PF00972	PF00972	0.0024801137782573	
PF00948	PF00948	PF00956	PF00956	0.0027647036562206	
PF00869	PF00869	PF00956	PF00956	0.0026147072717132	
PF00956	PF00956	PF01349	PF01349	0.0027647036562207	
PF00956	PF00956	PF01350	PF01350	0.0026146323537552	
PF00956	PF00956	PF07652	PF07652	0.0023051565737407	
PF00956	PF00956	PF01002	PF01002	0.0029319967666068	
PF00956	PF00956	PF01005	PF01005	0.0027647036562207	
PF00956	PF00956	PF02832	PF02832	0.0027647825072799	
PF00956	PF00956	PF01570	PF01570	0.0027647036562207	
PF00949	PF00949	PF00956	PF00956	0.0019713732897051	
PF00956	PF00956	PF01004	PF01004	0.003336107753749	
PF00956	PF00956	PF01003	PF01003	0.0026146323537552	
PF00956	PF00956	PF01728	PF01728	0.0020908840925135	
PF00270	PF00270	PF00956	PF00956	0.0	
PF00972	PF00972	PF01251	PF01251	0.0060001680895403	
PF00948	PF00948	PF01251	PF01251	0.0066948328249535	
PF00869	PF00869	PF01251	PF01251	0.0063286563479403	
PF01251	PF01251	PF01349	PF01349	0.0066948328249535	
PF01251	PF01251	PF01350	PF01350	0.0063282280909743	
PF01251	PF01251	PF07652	PF07652	0.0027924014954605	
PF01002	PF01002	PF01251	PF01251	0.0071012563742759	
PF01005	PF01005	PF01251	PF01251	0.0066948328249535	
PF01251	PF01251	PF02832	PF02832	0.0066952834849817	
PF01251	PF01251	PF01570	PF01570	0.0066948328249535	
PF00949	PF00949	PF01251	PF01251	0.0047603661359564	
PF01004	PF01004	PF01251	PF01251	0.0080863803337117	
PF01003	PF01003	PF01251	PF01251	0.0063282280909743	
PF01251	PF01251	PF01728	PF01728	0.0023849673447823	
PF00270	PF00270	PF01251	PF01251	0.0	
PF00004	PF00004	PF00972	PF00972	0.0	
PF00972	PF00972	PF17862	PF17862	0.0	
PF00972	PF00972	PF16450	PF16450	0.0	
PF00972	PF00972	PF07724	PF07724	0.0	
PF00972	PF00972	PF13401	PF13401	0.0	
PF00004	PF00004	PF00948	PF00948	0.0	
PF00948	PF00948	PF17862	PF17862	0.0	
PF00948	PF00948	PF16450	PF16450	0.0	
PF00948	PF00948	PF07724	PF07724	0.0	
PF00948	PF00948	PF13401	PF13401	0.0	
PF00004	PF00004	PF00869	PF00869	0.0	
PF00869	PF00869	PF17862	PF17862	0.0	
PF00869	PF00869	PF16450	PF16450	0.0	
PF00869	PF00869	PF07724	PF07724	0.0	
PF00869	PF00869	PF13401	PF13401	0.0	
PF00004	PF00004	PF01349	PF01349	0.0	
PF01349	PF01349	PF17862	PF17862	0.0	
PF01349	PF01349	PF16450	PF16450	0.0	
PF01349	PF01349	PF07724	PF07724	0.0	
PF01349	PF01349	PF13401	PF13401	0.0	
PF00004	PF00004	PF01350	PF01350	0.0	
PF01350	PF01350	PF17862	PF17862	0.0	
PF01350	PF01350	PF16450	PF16450	0.0	
PF01350	PF01350	PF07724	PF07724	0.0	
PF01350	PF01350	PF13401	PF13401	0.0	
PF00004	PF00004	PF07652	PF07652	0.0	
PF07652	PF07652	PF17862	PF17862	0.0	
PF07652	PF07652	PF16450	PF16450	0.0	
PF07652	PF07652	PF07724	PF07724	0.0	
PF07652	PF07652	PF13401	PF13401	0.0	
PF00004	PF00004	PF01002	PF01002	0.0	
PF01002	PF01002	PF17862	PF17862	0.0	
PF01002	PF01002	PF16450	PF16450	0.0	
PF01002	PF01002	PF07724	PF07724	0.0	
PF01002	PF01002	PF13401	PF13401	0.0	
PF00004	PF00004	PF01005	PF01005	0.0	
PF01005	PF01005	PF17862	PF17862	0.0	
PF01005	PF01005	PF16450	PF16450	0.0	
PF01005	PF01005	PF07724	PF07724	0.0	
PF01005	PF01005	PF13401	PF13401	0.0	
PF00004	PF00004	PF02832	PF02832	0.0	
PF02832	PF02832	PF17862	PF17862	0.0	
PF02832	PF02832	PF16450	PF16450	0.0	
PF02832	PF02832	PF07724	PF07724	0.0	
PF02832	PF02832	PF13401	PF13401	0.0	
PF00004	PF00004	PF01570	PF01570	0.0	
PF01570	PF01570	PF17862	PF17862	0.0	
PF01570	PF01570	PF16450	PF16450	0.0	
PF01570	PF01570	PF07724	PF07724	0.0	
PF01570	PF01570	PF13401	PF13401	0.0	
PF00004	PF00004	PF00949	PF00949	0.0	
PF00949	PF00949	PF17862	PF17862	0.0	
PF00949	PF00949	PF16450	PF16450	0.0	
PF00949	PF00949	PF07724	PF07724	0.0	
PF00949	PF00949	PF13401	PF13401	0.0	
PF00004	PF00004	PF01004	PF01004	0.0	
PF01004	PF01004	PF17862	PF17862	0.0	
PF01004	PF01004	PF16450	PF16450	0.0023270731904714	
PF01004	PF01004	PF07724	PF07724	0.0	
PF01004	PF01004	PF13401	PF13401	0.0	
PF00004	PF00004	PF01003	PF01003	0.0	
PF01003	PF01003	PF17862	PF17862	0.0	
PF01003	PF01003	PF16450	PF16450	0.0	
PF01003	PF01003	PF07724	PF07724	0.0	
PF01003	PF01003	PF13401	PF13401	0.0	
PF00004	PF00004	PF01728	PF01728	0.0	
PF01728	PF01728	PF17862	PF17862	0.0	
PF01728	PF01728	PF16450	PF16450	0.0	
PF01728	PF01728	PF07724	PF07724	0.0	
PF01728	PF01728	PF13401	PF13401	0.0	
PF00004	PF00004	PF00270	PF00270	0.0	
PF00270	PF00270	PF17862	PF17862	0.0	
PF00270	PF00270	PF16450	PF16450	0.0	
PF00270	PF00270	PF07724	PF07724	0.0	
PF00270	PF00270	PF13401	PF13401	0.0	
PF00042	PF00042	PF00972	PF00972	0.0022239455176953	
PF00042	PF00042	PF00948	PF00948	0.0024797942679711	
PF00042	PF00042	PF00869	PF00869	0.0023448096744517	
PF00042	PF00042	PF01349	PF01349	0.0024797942679711	
PF00042	PF00042	PF01350	PF01350	0.0023447498791048	
PF00042	PF00042	PF07652	PF07652	0.0016140963438651	
PF00042	PF00042	PF01002	PF01002	0.0026305345068352	
PF00042	PF00042	PF01005	PF01005	0.0024797942679711	
PF00042	PF00042	PF02832	PF02832	0.0024798572033505	
PF00042	PF00042	PF01570	PF01570	0.0024797942679711	
PF00042	PF00042	PF00949	PF00949	0.0017663875776767	
PF00042	PF00042	PF01004	PF01004	0.0029947519257322	
PF00042	PF00042	PF01003	PF01003	0.0023447498791048	
PF00042	PF00042	PF01728	PF01728	0.0	
PF00042	PF00042	PF00270	PF00270	0.0	
PF00972	PF00972	PF12325	PF12325	0.0091226135568007	
PF00972	PF00972	PF12329	PF12329	0.0140200355001854	
PF00948	PF00948	PF12325	PF12325	0.010152373854562	
PF00948	PF00948	PF12329	PF12329	0.0156368846688118	
PF00869	PF00869	PF12325	PF12325	0.0096109393223355	
PF00869	PF00869	PF12329	PF12329	0.0147863786644221	
PF01349	PF01349	PF12325	PF12325	0.010152373854562	
PF01349	PF01349	PF12329	PF12329	0.0156368846688118	
PF01350	PF01350	PF12325	PF12325	0.0096088938066396	
PF01350	PF01350	PF12329	PF12329	0.0147825522254787	
PF07652	PF07652	PF12325	PF12325	0.0042995923458808	
PF07652	PF07652	PF12329	PF12329	0.0065326571021448	
PF01002	PF01002	PF12325	PF12325	0.0107385983265634	
PF01002	PF01002	PF12329	PF12329	0.0165542348109458	
PF01005	PF01005	PF12325	PF12325	0.010152373854562	
PF01005	PF01005	PF12329	PF12329	0.0156368846688118	
PF02832	PF02832	PF12325	PF12325	0.0101545253522291	
PF02832	PF02832	PF12329	PF12329	0.0156409091139797	
PF01570	PF01570	PF12325	PF12325	0.010152373854562	
PF01570	PF01570	PF12329	PF12329	0.0156368846688118	
PF00949	PF00949	PF12325	PF12325	0.007270328983186	
PF00949	PF00949	PF12329	PF12329	0.0111263769846585	
PF01004	PF01004	PF12325	PF12325	0.0121646231330586	
PF01004	PF01004	PF12329	PF12329	0.0187986174699066	
PF01003	PF01003	PF12325	PF12325	0.0096088938066396	
PF01003	PF01003	PF12329	PF12329	0.0147825522254787	
PF01728	PF01728	PF12325	PF12325	0.0036750788192429	
PF01728	PF01728	PF12329	PF12329	0.0055731726360458	
PF00270	PF00270	PF12325	PF12325	0.0	
PF00270	PF00270	PF12329	PF12329	0.0	
PF00972	PF00972	PF01159	PF01159	0.0050535122676376	
PF00972	PF00972	PF03868	PF03868	0.0074991464906638	
PF00948	PF00948	PF01159	PF01159	0.0056169293209381	
PF00948	PF00948	PF03868	PF03868	0.0083508050120907	
PF00869	PF00869	PF01159	PF01159	0.0053205573354553	
PF00869	PF00869	PF03868	PF03868	0.0079025071054462	
PF01159	PF01159	PF01349	PF01349	0.0056169293209381	
PF01349	PF01349	PF03868	PF03868	0.0083508050120907	
PF01159	PF01159	PF01350	PF01350	0.005319905495891	
PF01350	PF01350	PF03868	PF03868	0.0079013448668793	
PF01159	PF01159	PF07652	PF07652	0.0023972712225481	
PF03868	PF03868	PF07652	PF07652	0.0035230291989763	
PF01002	PF01002	PF01159	PF01159	0.0059417093152715	
PF01002	PF01002	PF03868	PF03868	0.0088412818186234	
PF01005	PF01005	PF01159	PF01159	0.0056169293209381	
PF01005	PF01005	PF03868	PF03868	0.0083508050120907	
PF01159	PF01159	PF02832	PF02832	0.0056176151746282	
PF02832	PF02832	PF03868	PF03868	0.0083520278612807	
PF01159	PF01159	PF01570	PF01570	0.0056169293209381	
PF01570	PF01570	PF03868	PF03868	0.0083508050120907	
PF00949	PF00949	PF01159	PF01159	0.0040376193286093	
PF00949	PF00949	PF03868	PF03868	0.0059702039823052	
PF01004	PF01004	PF01159	PF01159	0.0067263965258409	
PF01004	PF01004	PF03868	PF03868	0.0100315147022692	
PF01003	PF01003	PF01159	PF01159	0.005319905495891	
PF01003	PF01003	PF03868	PF03868	0.0079013448668793	
PF01159	PF01159	PF01728	PF01728	0.0020526226082659	
PF01728	PF01728	PF03868	PF03868	0.0030121801367291	
PF00270	PF00270	PF01159	PF01159	0.0	
PF00270	PF00270	PF03868	PF03868	0.0	
PF00972	PF00972	PF12235	PF12235	0.0036552154672807	
PF00972	PF00972	PF16098	PF16098	0.0092158057565088	
PF00972	PF00972	PF17904	PF17904	0.0036579595323553	
PF00972	PF00972	PF18336	PF18336	0.0038383931683673	
PF00013	PF00013	PF00972	PF00972	0.0	
PF00972	PF00972	PF05641	PF05641	0.0028404377191274	
PF00948	PF00948	PF12235	PF12235	0.0040598146796384	
PF00948	PF00948	PF16098	PF16098	0.0102647731486723	
PF00948	PF00948	PF17904	PF17904	0.0040631254949158	
PF00948	PF00948	PF18336	PF18336	0.0042641686920515	
PF00013	PF00013	PF00948	PF00948	0.0	
PF00948	PF00948	PF05641	PF05641	0.0031517812505229	
PF00869	PF00869	PF12235	PF12235	0.00384731277781	
PF00869	PF00869	PF16098	PF16098	0.0097134637269396	
PF00869	PF00869	PF17904	PF17904	0.003850328087243	
PF00869	PF00869	PF18336	PF18336	0.0040405435236978	
PF00013	PF00013	PF00869	PF00869	0.0	
PF00869	PF00869	PF05641	PF05641	0.002988285104265	
PF01349	PF01349	PF12235	PF12235	0.0040598146796384	
PF01349	PF01349	PF16098	PF16098	0.0102647731486723	
PF01349	PF01349	PF17904	PF17904	0.0040631254949158	
PF01349	PF01349	PF18336	PF18336	0.0042641686920515	
PF00013	PF00013	PF01349	PF01349	0.0	
PF01349	PF01349	PF05641	PF05641	0.0031517812505229	
PF01350	PF01350	PF12235	PF12235	0.0038465359207391	
PF01350	PF01350	PF16098	PF16098	0.0097108551130731	
PF01350	PF01350	PF17904	PF17904	0.0038495369368951	
PF01350	PF01350	PF18336	PF18336	0.0040396924803245	
PF00013	PF00013	PF01350	PF01350	0.0	
PF01350	PF01350	PF05641	PF05641	0.0029878013701145	
PF07652	PF07652	PF12235	PF12235	0.0017390146878467	
PF07652	PF07652	PF16098	PF16098	0.0043195338999487	
PF07652	PF07652	PF17904	PF17904	0.0017397021907347	
PF07652	PF07652	PF18336	PF18336	0.0018240859662393	
PF00013	PF00013	PF07652	PF07652	0.0	
PF05641	PF05641	PF07652	PF07652	0.0	
PF01002	PF01002	PF12235	PF12235	0.004289693732003	
PF01002	PF01002	PF16098	PF16098	0.0108575770535502	
PF01002	PF01002	PF17904	PF17904	0.0042932119470004	
PF01002	PF01002	PF18336	PF18336	0.0045058190164416	
PF00013	PF00013	PF01002	PF01002	0.0	
PF01002	PF01002	PF05641	PF05641	0.0033295673647644	
PF01005	PF01005	PF12235	PF12235	0.0040598146796384	
PF01005	PF01005	PF16098	PF16098	0.0102647731486723	
PF01005	PF01005	PF17904	PF17904	0.0040631254949158	
PF01005	PF01005	PF18336	PF18336	0.0042641686920515	
PF00013	PF00013	PF01005	PF01005	0.0	
PF01005	PF01005	PF05641	PF05641	0.0031517812505229	
PF02832	PF02832	PF12235	PF12235	0.0040606319892809	
PF02832	PF02832	PF16098	PF16098	0.0102675172712616	
PF02832	PF02832	PF17904	PF17904	0.0040639578442034	
PF02832	PF02832	PF18336	PF18336	0.0042650640484916	
PF00013	PF00013	PF02832	PF02832	0.0	
PF02832	PF02832	PF05641	PF05641	0.0031522901802954	
PF01570	PF01570	PF12235	PF12235	0.0040598146796384	
PF01570	PF01570	PF16098	PF16098	0.0102647731486723	
PF01570	PF01570	PF17904	PF17904	0.0040631254949158	
PF01570	PF01570	PF18336	PF18336	0.0042641686920515	
PF00013	PF00013	PF01570	PF01570	0.0	
PF01570	PF01570	PF05641	PF05641	0.0031517812505229	
PF00949	PF00949	PF12235	PF12235	0.0029241113589858	
PF00949	PF00949	PF16098	PF16098	0.0073324707857475	
PF00949	PF00949	PF17904	PF17904	0.0029259321396465	
PF00949	PF00949	PF18336	PF18336	0.0030693827912991	
PF00013	PF00013	PF00949	PF00949	0.0	
PF00949	PF00949	PF05641	PF05641	0.0022767146364567	
PF01004	PF01004	PF12235	PF12235	0.0048467097999813	
PF01004	PF01004	PF16098	PF16098	0.0123055814241728	
PF01004	PF01004	PF17904	PF17904	0.0048509002921943	
PF01004	PF01004	PF18336	PF18336	0.0050918409004033	
PF00013	PF00013	PF01004	PF01004	0.0	
PF01004	PF01004	PF05641	PF05641	0.0037586746260677	
PF01003	PF01003	PF12235	PF12235	0.0038465359207391	
PF01003	PF01003	PF16098	PF16098	0.0097108551130731	
PF01003	PF01003	PF17904	PF17904	0.0038495369368951	
PF01003	PF01003	PF18336	PF18336	0.0040396924803245	
PF00013	PF00013	PF01003	PF01003	0.0	
PF01003	PF01003	PF05641	PF05641	0.0029878013701145	
PF01728	PF01728	PF12235	PF12235	0.0014901229080571	
PF01728	PF01728	PF16098	PF16098	0.0036927266219855	
PF01728	PF01728	PF17904	PF17904	0.0014905971459907	
PF01728	PF01728	PF18336	PF18336	0.0015627211365958	
PF00013	PF00013	PF01728	PF01728	0.0	
PF01728	PF01728	PF05641	PF05641	0.0	
PF00270	PF00270	PF12235	PF12235	0.0	
PF00270	PF00270	PF16098	PF16098	0.0	
PF00270	PF00270	PF17904	PF17904	0.0	
PF00270	PF00270	PF18336	PF18336	0.0	
PF00013	PF00013	PF00270	PF00270	0.0	
PF00270	PF00270	PF05641	PF05641	0.0	
PF00972	PF00972	PF17751	PF17751	0.0067700669816509	
PF00972	PF00972	PF18112	PF18112	0.0103843157737147	
PF00948	PF00948	PF17751	PF17751	0.0075269079015985	
PF00948	PF00948	PF18112	PF18112	0.0115687741722104	
PF00869	PF00869	PF17751	PF17751	0.0071284843922123	
PF00869	PF00869	PF18112	PF18112	0.0109448177911195	
PF01349	PF01349	PF17751	PF17751	0.0075269079015985	
PF01349	PF01349	PF18112	PF18112	0.0115687741722104	
PF01350	PF01350	PF17751	PF17751	0.0172535530304632	
PF01350	PF01350	PF18112	PF18112	0.02863094232895	
PF07652	PF07652	PF17751	PF17751	0.0052910284154412	
PF07652	PF07652	PF18112	PF18112	0.0083816456205928	
PF01002	PF01002	PF17751	PF17751	0.0079601307217565	
PF01002	PF01002	PF18112	PF18112	0.0122447301168748	
PF01005	PF01005	PF17751	PF17751	0.0075269079015985	
PF01005	PF01005	PF18112	PF18112	0.0115687741722104	
PF02832	PF02832	PF17751	PF17751	0.0075280479877014	
PF02832	PF02832	PF18112	PF18112	0.0115709367151336	
PF01570	PF01570	PF17751	PF17751	0.0075269079015985	
PF01570	PF01570	PF18112	PF18112	0.0115687741722104	
PF00949	PF00949	PF17751	PF17751	0.0054048322751345	
PF00949	PF00949	PF18112	PF18112	0.0082576912893393	
PF01004	PF01004	PF17751	PF17751	0.0090105880396305	
PF01004	PF01004	PF18112	PF18112	0.0138927961694934	
PF01003	PF01003	PF17751	PF17751	0.0071274006977127	
PF01003	PF01003	PF18112	PF18112	0.0109427621029626	
PF01728	PF01728	PF17751	PF17751	0.0027428528105882	
PF01728	PF01728	PF18112	PF18112	0.0041551967663822	
PF00270	PF00270	PF17751	PF17751	0.0	
PF00270	PF00270	PF18112	PF18112	0.0	
PF00972	PF00972	PF07915	PF07915	0.0105897280813495	
PF00948	PF00948	PF07915	PF07915	0.0118230686459461	
PF00869	PF00869	PF07915	PF07915	0.0111728849213905	
PF01349	PF01349	PF07915	PF07915	0.0118230686459461	
PF01350	PF01350	PF07915	PF07915	0.0111715762047831	
PF07652	PF07652	PF07915	PF07915	0.0049104928346859	
PF01002	PF01002	PF07915	PF07915	0.0125398024966245	
PF01005	PF01005	PF07915	PF07915	0.0118230686459461	
PF02832	PF02832	PF07915	PF07915	0.0118244455061068	
PF01570	PF01570	PF07915	PF07915	0.0118230686459461	
PF00949	PF00949	PF07915	PF07915	0.0083899004209832	
PF01004	PF01004	PF07915	PF07915	0.0142833532713328	
PF01003	PF01003	PF07915	PF07915	0.0111715762047831	
PF01728	PF01728	PF07915	PF07915	0.0041903305858104	
PF00270	PF00270	PF07915	PF07915	0.0	
PF00653	PF00653	PF00972	PF00972	0.0049205125491668	
PF00619	PF00619	PF00972	PF00972	0.0020909223007267	
PF00972	PF00972	PF13920	PF13920	0.0	
PF00972	PF00972	PF14447	PF14447	0.0016243295530523	
PF00653	PF00653	PF00948	PF00948	0.005472502890495	
PF00619	PF00619	PF00948	PF00948	0.0023173382320969	
PF00948	PF00948	PF13920	PF13920	0.0	
PF00948	PF00948	PF14447	PF14447	0.0017994414052745	
PF00653	PF00653	PF00869	PF00869	0.0051821046329392	
PF00619	PF00619	PF00869	PF00869	0.0021982207270342	
PF00869	PF00869	PF13920	PF13920	0.0	
PF00869	PF00869	PF14447	PF14447	0.0017074491823725	
PF00653	PF00653	PF01349	PF01349	0.005472502890495	
PF00619	PF00619	PF01349	PF01349	0.0023173382320969	
PF01349	PF01349	PF13920	PF13920	0.0	
PF01349	PF01349	PF14447	PF14447	0.0017994414052745	
PF00653	PF00653	PF01350	PF01350	0.0051817304801538	
PF00619	PF00619	PF01350	PF01350	0.002198146449674	
PF01350	PF01350	PF13920	PF13920	0.0	
PF01350	PF01350	PF14447	PF14447	0.0017073922922522	
PF00653	PF00653	PF07652	PF07652	0.002328206968418	
PF00619	PF00619	PF07652	PF07652	0.0	
PF07652	PF07652	PF13920	PF13920	0.0	
PF07652	PF07652	PF14447	PF14447	0.0	
PF00653	PF00653	PF01002	PF01002	0.0057935347220503	
PF00619	PF00619	PF01002	PF01002	0.0024493803602796	
PF01002	PF01002	PF13920	PF13920	0.0	
PF01002	PF01002	PF14447	PF14447	0.0019013626159613	
PF00653	PF00653	PF01005	PF01005	0.005472502890495	
PF00619	PF00619	PF01005	PF01005	0.0023173382320969	
PF01005	PF01005	PF13920	PF13920	0.0	
PF01005	PF01005	PF14447	PF14447	0.0017994414052745	
PF00653	PF00653	PF02832	PF02832	0.0054728966301381	
PF00619	PF00619	PF02832	PF02832	0.0023174164063685	
PF02832	PF02832	PF13920	PF13920	0.0	
PF02832	PF02832	PF14447	PF14447	0.0017995012789099	
PF00653	PF00653	PF01570	PF01570	0.005472502890495	
PF00619	PF00619	PF01570	PF01570	0.0023173382320969	
PF01570	PF01570	PF13920	PF13920	0.0	
PF01570	PF01570	PF14447	PF14447	0.0017994414052745	
PF00653	PF00653	PF00949	PF00949	0.003928030903714	
PF00619	PF00619	PF00949	PF00949	0.0016796521560319	
PF00949	PF00949	PF13920	PF13920	0.0	
PF00949	PF00949	PF14447	PF14447	0.0	
PF00653	PF00653	PF01004	PF01004	0.0065677178231933	
PF00619	PF00619	PF01004	PF01004	0.002765246444171	
PF01004	PF01004	PF13920	PF13920	0.0	
PF01004	PF01004	PF14447	PF14447	0.0021449161000417	
PF00653	PF00653	PF01003	PF01003	0.0051817304801538	
PF00619	PF00619	PF01003	PF01003	0.002198146449674	
PF01003	PF01003	PF13920	PF13920	0.0	
PF01003	PF01003	PF14447	PF14447	0.0017073922922522	
PF00653	PF00653	PF01728	PF01728	0.0019934920728488	
PF00619	PF00619	PF01728	PF01728	0.0	
PF01728	PF01728	PF13920	PF13920	0.0	
PF01728	PF01728	PF14447	PF14447	0.0	
PF00270	PF00270	PF00653	PF00653	0.0	
PF00270	PF00270	PF00619	PF00619	0.0	
PF00270	PF00270	PF13920	PF13920	0.0	
PF00270	PF00270	PF14447	PF14447	0.0	
PF00096	PF00096	PF00972	PF00972	0.0	
PF00972	PF00972	PF13465	PF13465	0.0	
PF00972	PF00972	PF13894	PF13894	0.0	
PF00972	PF00972	PF15909	PF15909	0.003410246606127	
PF00972	PF00972	PF12171	PF12171	0.0	
PF00096	PF00096	PF00948	PF00948	0.0	
PF00948	PF00948	PF13465	PF13465	0.0	
PF00948	PF00948	PF13894	PF13894	0.0	
PF00948	PF00948	PF15909	PF15909	0.0038036261713393	
PF00948	PF00948	PF12171	PF12171	0.0	
PF00096	PF00096	PF00869	PF00869	0.0	
PF00869	PF00869	PF13465	PF13465	0.0	
PF00869	PF00869	PF13894	PF13894	0.0	
PF00869	PF00869	PF15909	PF15909	0.0035963271802073	
PF00869	PF00869	PF12171	PF12171	0.0	
PF00096	PF00096	PF01349	PF01349	0.0	
PF01349	PF01349	PF13465	PF13465	0.0	
PF01349	PF01349	PF13894	PF13894	0.0	
PF01349	PF01349	PF15909	PF15909	0.0038036261713393	
PF01349	PF01349	PF12171	PF12171	0.0	
PF00096	PF00096	PF01350	PF01350	0.0	
PF01350	PF01350	PF13465	PF13465	0.0	
PF01350	PF01350	PF13894	PF13894	0.0	
PF01350	PF01350	PF15909	PF15909	0.0035961871712931	
PF01350	PF01350	PF12171	PF12171	0.0	
PF00096	PF00096	PF07652	PF07652	0.0	
PF07652	PF07652	PF13465	PF13465	0.0	
PF07652	PF07652	PF13894	PF13894	0.0	
PF07652	PF07652	PF15909	PF15909	0.0015909013897825	
PF07652	PF07652	PF12171	PF12171	0.0	
PF00096	PF00096	PF01002	PF01002	0.0	
PF01002	PF01002	PF13465	PF13465	0.0	
PF01002	PF01002	PF13894	PF13894	0.0	
PF01002	PF01002	PF15909	PF15909	0.0040346396679781	
PF01002	PF01002	PF12171	PF12171	0.0	
PF00096	PF00096	PF01005	PF01005	0.0	
PF01005	PF01005	PF13465	PF13465	0.0	
PF01005	PF01005	PF13894	PF13894	0.0	
PF01005	PF01005	PF15909	PF15909	0.0038036261713393	
PF01005	PF01005	PF12171	PF12171	0.0	
PF00096	PF00096	PF02832	PF02832	0.0	
PF02832	PF02832	PF13465	PF13465	0.0	
PF02832	PF02832	PF13894	PF13894	0.0	
PF02832	PF02832	PF15909	PF15909	0.0038037735236864	
PF02832	PF02832	PF12171	PF12171	0.0	
PF00096	PF00096	PF01570	PF01570	0.0	
PF01570	PF01570	PF13465	PF13465	0.0	
PF01570	PF01570	PF13894	PF13894	0.0	
PF01570	PF01570	PF15909	PF15909	0.0038036261713393	
PF01570	PF01570	PF12171	PF12171	0.0	
PF00096	PF00096	PF00949	PF00949	0.0	
PF00949	PF00949	PF13465	PF13465	0.0	
PF00949	PF00949	PF13894	PF13894	0.0	
PF00949	PF00949	PF15909	PF15909	0.0027080895838373	
PF00949	PF00949	PF12171	PF12171	0.0	
PF00096	PF00096	PF01004	PF01004	0.0	
PF01004	PF01004	PF13465	PF13465	0.0	
PF01004	PF01004	PF13894	PF13894	0.0	
PF01004	PF01004	PF15909	PF15909	0.0045933675534239	
PF01004	PF01004	PF12171	PF12171	0.0	
PF00096	PF00096	PF01003	PF01003	0.0	
PF01003	PF01003	PF13465	PF13465	0.0	
PF01003	PF01003	PF13894	PF13894	0.0	
PF01003	PF01003	PF15909	PF15909	0.0035961871712931	
PF01003	PF01003	PF12171	PF12171	0.0	
PF00096	PF00096	PF01728	PF01728	0.0	
PF01728	PF01728	PF13465	PF13465	0.0	
PF01728	PF01728	PF13894	PF13894	0.0	
PF01728	PF01728	PF15909	PF15909	0.0	
PF01728	PF01728	PF12171	PF12171	0.0	
PF00096	PF00096	PF00270	PF00270	0.0	
PF00270	PF00270	PF13465	PF13465	0.0	
PF00270	PF00270	PF13894	PF13894	0.0	
PF00270	PF00270	PF15909	PF15909	0.0	
PF00270	PF00270	PF12171	PF12171	0.0	
PF00972	PF00972	PF09738	PF09738	0.0076604336699565	
PF00948	PF00948	PF09738	PF09738	0.0085498352889013	
PF00869	PF00869	PF09738	PF09738	0.0080812341360545	
PF01349	PF01349	PF09738	PF09738	0.0085498352889013	
PF01350	PF01350	PF09738	PF09738	0.0080805409705405	
PF07652	PF07652	PF09738	PF09738	0.0035595179281622	
PF01002	PF01002	PF09738	PF09738	0.0090686287114599	
PF01005	PF01005	PF09738	PF09738	0.0085498352889013	
PF02832	PF02832	PF09738	PF09738	0.0085505646543776	
PF01570	PF01570	PF09738	PF09738	0.0085498352889013	
PF00949	PF00949	PF09738	PF09738	0.0060747533806082	
PF01004	PF01004	PF09738	PF09738	0.0103278093301211	
PF01003	PF01003	PF09738	PF09738	0.0080805409705405	
PF01728	PF01728	PF09738	PF09738	0.0030399302496212	
PF00270	PF00270	PF09738	PF09738	0.0	
PF00972	PF00972	PF02023	PF02023	0.0	
PF00972	PF00972	PF01352	PF01352	0.0	
PF00972	PF00972	PF09723	PF09723	0.0	
PF00948	PF00948	PF02023	PF02023	0.0	
PF00948	PF00948	PF01352	PF01352	0.0	
PF00948	PF00948	PF09723	PF09723	0.0	
PF00869	PF00869	PF02023	PF02023	0.0	
PF00869	PF00869	PF01352	PF01352	0.0	
PF00869	PF00869	PF09723	PF09723	0.0	
PF01349	PF01349	PF02023	PF02023	0.0	
PF01349	PF01349	PF01352	PF01352	0.0	
PF01349	PF01349	PF09723	PF09723	0.0	
PF01350	PF01350	PF02023	PF02023	0.0	
PF01350	PF01350	PF01352	PF01352	0.0	
PF01350	PF01350	PF09723	PF09723	0.0	
PF02023	PF02023	PF07652	PF07652	0.0	
PF01352	PF01352	PF07652	PF07652	0.0	
PF07652	PF07652	PF09723	PF09723	0.0	
PF01002	PF01002	PF02023	PF02023	0.0	
PF01002	PF01002	PF01352	PF01352	0.0	
PF01002	PF01002	PF09723	PF09723	0.0	
PF01005	PF01005	PF02023	PF02023	0.0	
PF01005	PF01005	PF01352	PF01352	0.0	
PF01005	PF01005	PF09723	PF09723	0.0	
PF02023	PF02023	PF02832	PF02832	0.0	
PF01352	PF01352	PF02832	PF02832	0.0	
PF02832	PF02832	PF09723	PF09723	0.0	
PF01570	PF01570	PF02023	PF02023	0.0	
PF01352	PF01352	PF01570	PF01570	0.0	
PF01570	PF01570	PF09723	PF09723	0.0	
PF00949	PF00949	PF02023	PF02023	0.0	
PF00949	PF00949	PF01352	PF01352	0.0	
PF00949	PF00949	PF09723	PF09723	0.0	
PF01004	PF01004	PF02023	PF02023	0.0	
PF01004	PF01004	PF01352	PF01352	0.0	
